Tweet,Label
"#BesokSenin
Untung kuliah libur..
Tapi kan semester akhir! Skripsi tuh kerjain, begooo ! 😂😂",1
"#BesokSenin sad ojol

""Yes anyep gue berhenti besok, bodo amat yang sekolah,yang kuliah, yang kerja pada ngeluh, yang penting besok gue tupo, BY BY anyep masal""",-1
"Terima jasa buat bangunin yang besok sekolah/kuliah,simpen aja nomer ny d bawah bby
#Senin
#BesokSenin",1
#BesokSenin bodoamat masih libur kuliah dong wkwk https://t.co/C57gI6AU1t,1
"Yang pada bingung besok mau sekolah, kuliah, kerja, dan sebagainya, semangat yak!
Gua masih libur 🙌 #BesokSenin",1
"#BesokSenin ya aku msh santai2 aja, masuk kuliah msh lama ko:) https://t.co/hlO1XcHXqF",1
Kuliah udah mulai aja .. kayaknya baru kmren libur kwkw #BesokSenin,1
Kerja capek hati lebih nyiksa dari pada capek fisik 🤧 #besoksenin,-1
"Pantas saat gua kangen dia ,dan cariin dia karena gak ada kabar eh pas chat dia biasa aja ternyata gue cuma candanya buat dia ,
Yuk lupakan dia mending sekarang tidur besok kerja nyata bukan cuma kata
#besoksenin",1
"Yang besok sekolah semangat sekolahnya
Yang besok kerja semangat kerjanya
Yang lagi kuliah semangat kuliahnya
Yang lagi skripsian tetap semangat masih ada wisuda tahun depan

#BesokSenin",1
"SiAku 
Senin s/d Jumat kerja | 09.00- 16.00 = kebanyakan  duduk | siotak belum mikir keras = tapi capek loh rasanya | pas Sabtu &amp; Minggu gak full di rumah rasanya belum nyantai belum libur yaelah padahal weekday nya gitu gitu aja | tau-tau #besoksenin belum istirahat loh hahaha",-1
"Mau senin mau minggu mau hari apa pun gue tetep aja masuk kerja

#BesokSenin",-1
Dulu waktu sekolah hari senin paling ditakuti semenjak kuliah hari senin makin serem gak tau apalagi kerja abis minggu tiba-tiba overthinking mikirin kerjaan besok #BesokSenin,-1
"Pada mulai masuk kerja lagi kah?
Semoga yang belum dapat kerja, di beri kerjaan lagi Aamiin
#BesokSenin",1
"Kebayang aja . Tiba-tiba di indo bikin film Horor judul nya ""Senin"". By the way kasian juga sih senin. Udah buka lapangan kerja banyak, malah dibenci .
#BesokSenin",-1
"Kalimat terbaik sebelum tidur malam ini 😊

Iya, besok senin. Besok kerja. Semangat ✊

#BesokSenin https://t.co/wvMjcxs3Ti",1
"Kerja lagi nabung lagi (padahal gak liburan kayak orang-orang)  
#besokSenin",1
"Besok Senin guys semangat sekolah nya, semangat kerja nya, semangat menjalani hari pertama masuk setelah libur 10 hari
#BesokSenin",1
"Ga sabar H-1 halal

Halal-bihalal sama temen-temen kerja #BesokSenin",1
"Woi..... besok kerja gak sih??
Apa setelah mudik Harus karantina,WFH 10 hari?

Kerja Gak kerja Arsenal Goes To Champions League...kasih paham Tan Hag,Mike!!🤜💥
#BesokSenin #ARSLEE",1
"Besok udah mulai lagi beraktivitas hari kerja yah hehe :)
#BesokSenin https://t.co/hXzNUrbyjo",1
"Sore tadi hujan lebat, kemarin malam juga hujan. Apakah penghujan telah tiba lagi?
Ingin besok berangkat kerja memakai sepatuku yg bagus, namun sayang jika pulang kerja hujan dan sepatuku kena air hujan.
Ibarat cantik itu relatif, bagus bagiku belum tentu bagus bagimu.
#BesokSenin",1
"Yang kerja besok kerja lagi biar tahun depan bisa flexing lagi, yang belom kerja ya silahkan fokus menganggur.
#BesokSenin https://t.co/TLOA5FYY8j",-1
"Besok kerja, kerja, berdoa.. 
#BesokSenin",1
"besok senin?😒
mana masuk nya pagi lagi :D
untung aja tanggal 16  dan 26 mei tanggal merah masi ada hiburan sesaat di minggu depan xD
#BesokSenin #kerja",1
semangat kerja buat #BesokSenin,1
"Malas Kerja ...
Happy WeekEND
#BesokSenin",1
"3. Tidak ada kegiatan rutinitas yang dilakukan secara berulang-ulang. Kondisi ini tentunya berbeda dengan hari-hari kerja yang diisi dengan kegiatan berulang dan terjadwal. / #BesokSenin #Libur #Minggu #VacationBlues

https://t.co/FiRSDzzSdQ",1
"Rentangkan tangan, rilekskan badan, tarik nafas, ingat besok kerja keras lagi.
#weekend #BesokSenin",1
"Semangat kerja lagi bsok

#BesokSenin",1
"Last holiday, besok waktunya kerja bagai kuda 😂😂🙏🏻 #BesokSenin",1
"Besok Senin. Yang sekolah, rajin-rajinlah. Yang kerja, giatlah. Yang masih menangisi kepergiannya, berhentilah. Hatimu boleh hancur, masa depanmu jangan. #besoksenin",-1
"#BesokSenin harus kerja 
harus cepat-cepat ke jakarta maklum belum jadi orang kaya.. https://t.co/HwkINTROWN",-1
"#BesokSenin saat nya istirahat, biar besok kerja nya bugar, karena siapa lagi yang bayar tiket konser BTS? Konser Justin Bieber klo gak diri sendiri 🤸🏻‍♀️🤸🏻‍♀️",1
#BesokSenin  ajaa Capek kerja . Need sugar boyfriends😩,-1
#BesokSenin males kerja !,-1
"Hiburan setelah cari cuan 

#minggu 
#weekend tetep kerja 
#TikTokviral 
#Tiktok 
#BesokSenin https://t.co/mLIBrcRWvR",1
"Kalo masih butuh uang, ya kerjain.
Tapi kalo punya prioritas yg lain, ya tinggalin aja.
Kerja atau gak kerja itu pilihan masing-masing.
#BesokSenin",-1
"kenapa sih kalau kerja selalu berpindah-pindah tempat? selalu nomaden, bantu sana bantu sini capek tahu🙃😩

#BesokSenin",1
"Bacaan akhir minggu nan 'menggairahkan' jiwa & hati - biar makin jago maen santetnya.
Eh Kamu gak niat main-main sama aku kan?? 🤣😛🤣
♡
Apa kabar, Friends?
Sehat-sehat yah
Jangan lupa besok Senin, waktunya kerja lagi!
♡
♡
#wikenusai
#besoksenin https://t.co/KK5MHZgoO8",1
Semangat kerja #BesokSenin,1
"Tetap semangat, besok senin, kerja kerja kerja.... tetap sehat sehat sehat

#BesokSenin",1
#BesokSenin  belum tidur udah capek aja sadar besok kerja,1
"hai,, apa kabar... udah lama gak ketemu udah setahun ini kita gak ketemu, eh by the way kalian masih ingat kan persahabatan kita. Cuma bisa buat pesan ini aja sih buat kalian, semoga kalian bahagia terus ya selama kita berpisah, entah kalian udah nikah, kuliah, kerja, dsb. #BesokSenin",1
Berangkat kerja pake motor sekeren ini... #BesokSenin https://t.co/AOfckPshJg,1
"Ngga kerja,ngga sekolah tapi vibes #BesokSenin tetep bikin gak enak. https://t.co/IUZa3G3LsR",-1
"Besok tgl 14 februari.. apa yg harus kita lakukan? Merayakan valentine? Pergi jalan sm doi? Kasih cokelat? 
Jawabannya adalah ""BESOK SENIN, waktunya KERJA bestie!"" 
#BesokSenin #semangat #",1
"👨🏻‍💼: Selagi masih muda, kalo kerja itu ga usah mikirin uang dulu. Yang namanya rejeki ga akan kemana
👨🏻‍💻: Iya pak rejeki saya ga kemana-mana. Kan di tahan bapak soalnya
#BPJSTK #besoksenin",-1
"Tidur dulu, besok bangun lagi, kerja lagi, cari uang lagi buat meringankan beban-beban lainnya #goodnight #besoksenin",-1
"Kalau owner kalian bilang mereka gapernah ambil libur setiap hari kerja. bacot! Karyawan gak nyuruh kamu nggak ambil libur itu ke inginanmu sendiri. 
#BesokSenin",1
#BesokSenin malas banget kerja 🙃 https://t.co/HemjQ9c0PQ,-1
"#BesokSenin dan gue gak peduli karena weekend gue bisa kapanpun dan memulai weekday pada hari apa saja...
Kerja gue libur 3 hari sekali soalnya... 😆😀",-1
"""Pengen jadi istri tugasnya dirumah, nggak mesti ketemu banyak orang, tugas utama patuh ke suami"" itu pikiran saat capek harus kerja, harus keluar rumah terus, jiwa introvertku lelah, Ya Allah pengen nikah tapi takut nikah  

#BesokSenin #capek",-1
"Arggggg. Jam segini belum tidur dan besok kerja.
Mana tiba2 kepikiran masker dirumah abis, tadi abis beres-beres. Masker yang masih ada pada putus. Ya gue buang. Dan gobloknya nggak kesisa. Anjir.

#BesokSenin",-1
"#BesokSenin yuk waktunya kerja keras lagi, ada Bismillah yang harus dijadikan Alhamdulillah.",-1
#BesokSenin kerja lagi. siap tempur badan pasti capek lagi,-1
#BesokSenin waktunya kerja udah mulai lagi.. semangat dong🤩 #PejuangHalal https://t.co/aKPBRKlz9r,1
kerja lagi #BesokSenin tapi otak main mulu 😑,1
Jangan lupa #BesokSenin mulai #kerja lagi...!! OK..,1
"Sudahi tahun barumu, akhiri libur panjangmu, marilah kerja bersamaku.
#BesokSenin",1
"Gak kerasa besok kerja kembali😒

#BesokSenin",-1
"#HappySunday 
#HappyWeekend 
#BesokSenin 
Semangat buat yang minggu tetep kerja.🙂 https://t.co/DbVXb1ZrQG",1
"Alasan satu-satunya gue nggak peduli besok senin adalah karena gue pengangguran. 
Semua hari sama aja. Harusnya yang besok kerja bersyukur sih.

#Besoksenin",1
Bismillah aja besok pasti kuat bisa kerja lagi :) #besoksenin,1
#WaskitaKarya #BUMN #Indonesia #Konstruksi #Lembur #Kerja #SeringTerjadi #HarapMaklum #MajuDenganKaryaBermutu #semangat #BesokSenin,1
"Kenapa sering update WhatsApp story?
1. Biar dikira masih hidup 😁
2. Bingung g ada kerjaan 😄
3. Share informasi 😃
4. Flexing kegiatan sehari-hari / holiday 😀
5. Mengkode teman / rekan kerja / partner 🙂
6. Mengsambat ☺️
#BesokSenin #TandaTandaAkhirBulan",1
"Besok Senin, 
Pagi pagi ujan jadi dingin, 
Makan mie rebus jadi kepingin, 
Sambil duduk dibawah pohon beringin, 
Jadi malas berangkat kerja yang aku ingin... 

BESOK SENIN 
#BesokSenin",-1
"Tips kerja selesai tepat waktu dan tepat guna. dengan menggunakan template workflowmu akan lebih baik. silahkan disimak aja.

terimakasih.
#autocadindonesia
#autocad
#gambarbangunan
#arsitekindonesia
#BesokSenin 
https://t.co/8Jr7vX3kYR",1
"Tidur cepat iya,besok kerja kerja kerja!!!!
#BesokSenin",1
Masih anggap ini malam minggu. #besoksenin Panik belum persiapan besok kerja dan ada ujian,-1
"Cepat lulus biar dapet kerja, terus pas kerja buat? Bertahan hidup.
^
^
^
Semangat buat para pencari cuan, kalian hebat. #latepost #besoksenin #asikinaja https://t.co/hv6XXXEHwa",1
"Selamat pagi menjelang siang #sahabatBAZNAS Selamat berakhir pekan...

Yang gak libur dan masih kerja tetap semangat ya, gak usah sedih dibalik itu semua pasti ada hikmahnya kok seperti isi rekening nambah mungkin 😉
#besoksenin #Islam #baznasjombang https://t.co/da4BAZYgCN",1
"Apapun yang kamu lakuin, kalau salah ya tetep salah.
Tidur, matamu ngantuk, badannya harus fit, besok kerja loh.
*(ucapku pada diri sendri)

#BesokSenin",-1
"Apa?! Besok Senin?!

Sobat Citarum suka overthinking gak sih menghadapi hari senin?

Yuk, sugestikan diri kita sendiri bahwa setiap hari adalah hari yang baik untuk beraktivitas 😉

Semangat kerja demi masa depan! 😊💪🏻

#besoksenin #seninsemangat #JabarJuara #JabarJuaraLahirBatin https://t.co/ES9pXqqEoM",1
"Penat Kerja, Bete, Butuh Liburan,  Butuh Duit, Kerja Lagi
#BesokSenin",-1
"Tongkrongan Be Like.. 
Dulu : ""bubar yuk, gue udah ngantuk nih""
Sekarang : ""bubar yuk, besok kerja""

#BesokSenin",1
"Cepu hbs diguyur hujan pemirsah.... 
Hati-hati yg lagi on the road yaa.. yg mau balik ke kota kerja...
Jangan tergesa2 di jalan meski #BesokSenin
Jam 23.10  segini landing di Cepu....
@e100ss
#infocuaca https://t.co/Up1AXpHnAd",1
"Normal : males besok kerja ❎
Abnormal : besok apalagi ya yang dijual ✔️
#BesokSenin",-1
"Mau #BesokSenin kek selasa, rabu, kamis, jumat, sabtu, minggu ga ngaruh kalo tanggalan kerja gue hitam semua.",1
"belajar, kerja, bangun bisnis, bangun relasi, cari cuan, 24/7 mikir keluarga, mikir masa depan sendiri dan cari cara bahagiain orang orang adalah pekerjaan laki laki, tau dah betul ga nya hehe 
semangat buat yg sedang berjuang #BesokSenin",1
#BesokSenin yg kerja semangat lagi kerja💪yg sekolah semangat juga sekolahnya👌 https://t.co/CkH9CbWrvV,1
"Besok senin kerja lagi ya, cari nafkah halal. #BesokSenin 

https://t.co/StgcjM9t9M",1
"Siangnya kerja malemnya cape, mana sempat aku mencintaimu 

#BesokSenin",1
"Semestinya kerja itu hanya pengisi waktu di antara #weekend

Ya, kali #BesokSenin",1
"Jadi ceritanya sengaja bgt semalem pgn begadang, soalnya dah lama engga. Tapi bisa2nya mimpinya lagi di opis dan lagi kerja😂😢😩

#besoksenin",1
"Apa bener KERJA SAMA lebih baik daripada PERSAINGAN ❓
#pts #mudamendunia #BesokSenin #besokpts",1
"Besok pertama kali kerja, deg-deg an sih. Ya semoga ajalah bisa mendidik murid sebaik mungkin 🙏
#BesokSenin",1
Besok kerja ya?? Ahahahahaha yok ah bisa demi cuan cuan cuan 😇 #BesokSenin,1
#besoksenin semangat kerja biar pulang kerja bisa ngelonin kamu yang udah mlumahh,1
"weekean minggu ini,,,🌊❤️ beautiful beach❤️
stirahat yook bsok senin,,, kerja,,kerja💪🏻💪🏻
#HariMinggu #Beach #beautiful #BesokSenin https://t.co/uOcPzHM6DU",1
"setidaknya aku lega seragam buat kerja besok uda disetrika

#besoksenin",1
"sebenarnya ingin ku menulis banyak tentang hari ini, tpi bsok dah senin trus kerja masuk pagi
jadi ku singkat saja; hari ini dan kemarin ndak asik! :(

#besoksenin",-1
"#besoksenin
#kerja
besok pada kerja ..
masih tetap rebahan saja
#pandemi gak ada habisnya
#dirumahaja
tugas kuliah sudah dimana mana",-1
"Pilkades memunculkan oligarki² kelas teri. Mereka biasanya bersuara paling keras untuk memaki ketika nonton berita penangkapan koruptor. Padahal mereka sama hanya circle yg berbeda heu...

#BesokSenin ayo dagang kerja udah gak asik",-1
"5 hari sehat walafiat, besok mw kerja migren gw kumat ☹️

#BesokSenin https://t.co/G9X3fIZG91",1
#BesokSenin udah mulai masuk kerja. Liburnya kurang panjang nih. Apa perasaanku aja? 🙈,1
"Senin selasa rabu kamis
Sama aja jomblo sihh

Nikmatin aja

#besoksenin #besokharisenin #kerja #besok",1
"Besok Senin...jangan lupa kerja buat yang kerja,belajar buat yang sekolah,sahur buat yang berpuasa
@Syihabuddin2003
#BesokSenin 
#DemiPerkuatEkonomiNKRI 
#BiroJomblo https://t.co/d9cGn2HFgR",1
"Menolak Senin
Menolak kerja lagi
Menolak capek lagi
😂
#menolaksenin #besoksenin",-1
"Malam ini debat sama Ibu. Biasanya kalau di rumah, perkaranya sepele banget. Setelah merantau sekitar 4 tahun kuliah dan 2 tahun kerja, debatnya pasti urusan ibadah dan kesehatan.
Akhirnya Ibu bilang,""keras kepalamu masih kayak Alm. Bapakmu. Ibu jadi rindu!""

#besoksenin #maafin",1
"Ok ikut hashtag #BesokSenin 
Full kerja kembali, no wfh wfh club, no ijin ga masuk, no tanggal merah hari kerja",1
"Tidur , besok mulung 
#BesokSenin #kerja",-1
"#BesokSenin 

Doi : besok jalan yuk? Aku libur kerja nih
But, 
Dosbing : selesaikan sampe Bab123 aja, biar cepat selesai. 

😀😀😃🙂😭
Semangat bucin skripsi &amp; doi.",1
"Selamat hari minggu guys, inget jgn lupa besok senin udah kerja lgi loh ya #besoksenin",1
#BesokSenin Udah masuk kerja aja!!! Pengen ada yang Nafkahin Kalau Gini.,1
"Besok Senin, setelah selesai isolasi dan kerjaan terbengkalai sebulan, ayo kerja! #BesokSenin https://t.co/KU5FAceugp",-1
"#BesokSenin 
Males kerja",-1
"Gak Kerja . Gak Makan
Semangat 
BESOK SENIN😊

#BesokSenin",-1
"Tidur untuk bermimpi!! bangun untuk kerja 🔃
#BesokSenin",1
"Sedang berada di fase ""yaudah lah, mau gimana lagi"" emang semesta selalu bercanda 🙂
Mau #UninstallWhatapp tapi buat kerja - _-
Yaudahlah tidur aja, gaboleh begadang soalnya #BesokSenin ☺️☺️☺️",1
"aku ngga suka sama waktu.
waktu libur berasa cepet bgt.
waktu kerja berasa lama bgt.
uuuuu.
#BesokSenin",-1
@FirstMediaCares estimasi berapa lama #besoksenin udah harus di pake buat kerja tolong perhatiannya agar penangannya lebih maksimal.,1
"Bukan waktunya untuk singgah menikmati,tapi ini waktunya sungguh untuk mendampingi.
Sekarang istirahatkan hati dan pikiranmu nikmati sisa waktu senggangmu,besok senin dan kita kerja lagi
#besoksenin #besokkerja #kerjalagi #kerjaterus",1
"Udah tidur...
Ga cape apa org2 weekend an mah liburan..lu ttp aja pura2 bahagia..
#BesokSenin kerja lagi sambil pura2 bahagia..mampooss lu dobel capeknya..
Dasar gue !!!!",-1
"pasca libur kerja dua hari,
jiwa nongkrong ku meronta-ronta.
pengen libur lagi! pengen maen lagi!!!
tapi apa daya, besok harus kerja:)
#besoksenin",1
"Semangat ya, #BesokSenin mulai kerja",1
"Besok hari senin!? Semangat Sobat-sibat Dunia Kerja 😁

#BesokSenin",1
"KERJA!!! NABUNG!!! KERJA!!! NABUNG!!!

Sadar diri kita masih belum punya apa-apa!!!
Kalok kaya pun kita harta Orang Tua kita nya semua itu HAHA

#yokbisayok #BesokSenin",1
"niat hati mau tidur cepat kerna esok hari pertama kerja di 2021.
jemari terus2an scroll ig naik turun🥶
apa dayaku??
#dilema #BesokSenin",-1
"Please di rumah saja, pakai masker, hndari kerumunan.. Mau lockdown dah telat, ga lockdown RS kolaps..

#day98 msh brasa hari minggu ko.. Lembur jababeka hr terakhir.. Makasi kerja sama team 2 hr ini.. 🙏
#SeblakDay #BesokSenin https://t.co/clQG6MFWIG",1
Ga bisa tidur gara² temen tidur nya ngorok😭😭 #BesokSenin  kerja takut kesiangan.Ngekost berdua pengen pindah sendirian aja😭,-1
"#Harisenin kan tiba esok hari..
Saatnya mengakhiri masa hibernasi
Dan kembali berjuang utk sepiring nasi 😌
Yukk semangatt #BesokSenin kerja lageeee #bpjskesehatan dah naik inihh",1
"#BesokSenin liburannya selesai, siap² kerja bagai qudaa lagi https://t.co/Ae1yZNEJgN",1
"UU Cipta Kerja bangkitkan optimisme investor, pasar modal percaya perbankan Indonesia bisa recover lebih cepat.

#BarisanProKerja
#KupasTuntasOrmasRadikal
#Minggu
#BesokSenin https://t.co/wOsuyXtgvU",1
"Jangan lupa, #BesokSenin (｡•̀ᴗ-)✧

Yang udah kerja atau masih kuliah yuk siap-siap beraktivitas lagi~ (◍•ᴗ•◍)❤",1
"Sekarang waktunya pulang
Besok kerja, Senin pertama ditahun 2021 harus diawali dengan hal yg baik tidak boleh sampai terlambat harus semangat 🤣
#besoksenin https://t.co/DPbhAyU9FX",1
@FirstMediaCares 11082780 |estimasi gangguan kira2 sampai kapan min #besoksenin mau kerja tolong jangan di persulit.,1
"Teruntuk kamu yang habis liburan dan Christmas dinner, apalagi yang besok udah masuk kerja lagi 😉😉 Ingat buat tetap jaga kesehatan ya
.
Happy weekend!
.
#besoksenin
#kitamaranatha
#immaranatha https://t.co/tH0aB9ilP2",1
"when lu sadar ketika #BesokSenin sedangkan minggu (seharian) tadi lu padat aktifitas dirumah dll,

jadi senin pagi terpaksa dalam keadaan sedih,tetap berjuang masuk kerja

*foto dibawah adalah ilustrasi wkwwk https://t.co/hm8DXzxvYR",-1
"kalo ga kerja mau jadi apa aku ini,, #BesokSenin",1
"Sulit !
#BesokSenin 
#kerja",-1
Semangat kerja #BesokSenin https://t.co/XuXj6bJNnv,1
Dalam dunia industri/dunia kerja yang harus diperhatikan pertama Kali itu Keselamatan Pertama (Safty Firsht) logikanya begini kalau Saftynya saja kurang bagaimana kerjanya lancar yang ada beresiko kecelakaan. #BesokSenin,1
"Sejak RUU Cipta Kerja di sah-kan sampai saat ini, kok dampaknya masih belum ada ya! Terusterang aturan kerja di +62 itu jauh apalagi terkait Safty dulu deh apalagi Sallary.
#BesokSenin",1
Siang Jakarta hujan besar ayo Cekal Korona Basmi Radikalis #BelaPersatuanBangsa #BesokSenin kerja produktif bukan demo https://t.co/WSMkjwjedR,1
"Pengen tak hiih ,,inisiatif sendiri kek,malah jilat ludah sendiri,udah ngata-ngatain,skrg niruin
Inget #BesokSenin besok #kerja",1
Kamu putusin aku ya kumenangis lah kemaren tp tidak hari in kan #BesokSenin ya aku kerja 🤪 https://t.co/KVrvLh7vL2,1
"Hari Senin ya? Jangan lupa sarapan dulu ya pagi ini. Selamat beraktifitas inget ya dibalik badan yang kerja keras masih ada hati yang harus dibahagiakan.

#BesokSenin
#semangat #Senin",1
"Kata doi 
Yang patah akan tumbuh
Yang hilang akan datang
Gua tanya yg pergi apa akan kembali.? 
Dia jawab engga. Dan bener aja wkwk 
Dahlah fokus kerja aja #BesokSenin soalnya https://t.co/gEAGI8M7Vj",-1
"Orang sibuk dan risih besok senin  kerja,, gw enak libur,, giliran pada libur panjang cuti bersama,, gw kerja #BesokSenin",1
"Mau kabarin besok senin yang kerja semangat ya sayang😘😂

Ig.nabila.slsaaa
#BesokSenin #dirumahaja #DanceMachine_Jisung https://t.co/dbEDjPpUQG",1
"#BesokSenin 
Jangan bergadang nanti sakit. Kan besok kerja ntar kesiangan, kan Ndak ada yang bangunin
#jomblo #dasarjones #jomblongenes https://t.co/AtIDZm4iEV",-1
"Bobo ya, jangan lupa besok kerja
#BesokSenin",1
"Rumit nya dunia dewasa
Mau liburan tapi kerja
Udah libur males pemgen nya rebahan aja. Gimana mau dapet spot foto bagus coba.

#BesokSenin",1
INI YANG BIKIN BURUH GAK BERANI KERJA DI PABRIK INI | VIDEO SERAM BIGO L... https://t.co/vEOeC9req7 #besoksenin,-1
"Kalo ngerasa susah tidur mulu begini, keinginan buat ngedekor kamar jd kayak ruang kerja, jadi makin kuat. 🐖#besokSenin",1
"Aku lelah Tuhan
Izinkan aku tidur malam ini
Besok mau kerja :) 
#BesokSenin",1
"Giliran libur ngantuk trus, tapi giliran besoknya kerja malah sudah tidur 🤦🏻‍♂️

Jangan lupa #BesokSenin",1
"#BesokSenin semangat kerja ! Eleng skinker,mekap larang. Sandang pangan yo butuh duek 💪 https://t.co/tFxSqINgo6",-1
"#BesokSenin harus semangaattt walaupunbsk udh harus kerja sendirian
;(((",1
"@willdahamid #BesokSenin 
mbak @willdahamid thanks
Sbg eks sopir angkot di Depok yng kuliah lagi dan kini kerja lebih baik, saya bernostalgia lagi dengan semua reply lucu. Mohon maaf atas tingkah Sopir Angkot yang pernah bikin merana. Apapun, kisah lama selalu asik dikenang.
#IndonesiaMaju",1
"#BesokSenin mbak @willdahamid
thanks
Sbg eks sopir angkot di Depok yng kuliah lagi dan kini kerja lebih baik, saya bernostalgia lagi dengan semua reply lucu. Mohon maaf atas tingkah Sopir Angkot yang pernah bikin merana. Apapun, kisah lama selalu asik dikenang.
#IndonesiaMaju https://t.co/tOg32yTC0G",1
"Kerja nya 6 hari libur nya sehari
yap #BesokSenin",1
kerja tiap hari tapi serasa gitu gitu aja ga ada perubahan mungkin jenuhku sudah ingin berpiknik #besoksenin,-1
"Weekend atau weekday sama aja.. gue tetep kerja wkwk
#BesokSenin",1
"Besok Senin ya tetap semangat buat yang kerja 😊 selamat buat psbb baru 

#BesokSenin",1
"Bukan gaya hidupnya yang diteken, tapi kerja kerasnya yang harus makin kenceng 🔥 mangats Den...#BesokSenin",1
"Kerja keras berangkat gelap pulang gelap lagi sampe"" gapernah liat sinar matahari wkwkw , moga aja bisa seperti Rafathar , ohya #besoksenin",1
"Engga berasa libur kalau sabtu masih kerja 😔 
#besoksenin",-1
Besok senin kerja lagi aktifitas lagi dan bersyukur lagi  #besoksenin,1
"Terim kasih untuk kepada sang pencipta telah membuat mentari dan awan dilangit menjadi tersenyum hari ini .... 

#besoksenin #kerja",1
"back to work... back to reality
ayo yg kerja siap2 sholat isya.. tidur.. mimpi indah buat besok.. hahaha
semamgat, bersyukur krn masoh ada pekerjaan..
semangat gajian jg #besoksenin",1
"belajar drumah, kerja dirumah, apa2 dirumah tapi kok masih aja galau karna #besoksenin",-1
Baru 2 minggu gak kerja sampe kangen malesnya pas tau #BesokSenin,-1
Gue yang kerja org lain yg enak minjem #BesokSenin,1
"Yg masih kerja. Tetap semangat ya.

#coretanfilms #mahasiswibaru #mahasiswabaru #widyawati #mikhatambayong #umayshahab #films #morganoey #soniaalyssa #slametrahardjo #movies #karinasuwandi #iszurmuchtar #encebagus #quote #PesanSambat #IndoPride #bukuboycandra #BesokSenin https://t.co/D5O9hArQ7B",1
"#BesokSenin saudara-saudara
jangan jadikan hari Senin sebagai keluhan karena jauh dari hari libur

Tetapi, hari Senin jadi hari baru untuk memulai minggu baru yang lebih baik daripada minggu kemarin

Keep fighting! Aku tau kita semua pasti bisa!!
Aku tau kita semua kerja keras!!",1
"#BesokSenin  semangat buat yg mau ngelamar kerja 
*TermasukSaya https://t.co/6rf5u44NIW",1
"Alhamdulillah, berkat beasiswa TFL di PPM, saat ini saya juga bisa lolos seleksi beasiswa S3 Doktoral Dalam Negeri dari LPDP RI”

#ItsOkayNotTobeOkay #besoksenin #ppmSom #kerja #beasiswa #sekolahlagi https://t.co/NIjoghxMHE",1
Gue tiap mau berangkat kerja #besoksenin #NewNormal https://t.co/8QYktAasN0,1
#BesokSenin hari pertama kkn. (Kuliah kerja nyantai) Semangat semangat semangat.,1
"Hidup di usia saat ini tanpa uang adalah sampah/uwuh/rembyang dan kesed. Semangat Kerja!!
#BesokSenin",-1
"Buat cewek yang rela ditinggal cowoknya buat kerja di tempat yang jauh demi kebahagian bersama di masa depan fix nikahin

#BesokSenin #OverThinking",1
"Hari ini anter bpk berobat sampe sore. Habis itu mandi, shalat, makan, nyetrika baju, siapkan pakain kerja besok, bersihin telinga cat+kasih obat, pel lantai, rapihin lemari. Beres sekarang rebahan 😪 mau mainan hp tapi inget #BesokSenin udah jam berapa ini :(",1
"Tidur besok kerja pantengin online dia trus ga bikin dia chat lu
#SeriusNanya #tanyarl #malamminggu #FotoProfilBaru #ItsOkayToNotBeOkay #RuangHatiUntukAdhisty #maaf #sekedar  #kita #tanyahatimu #seandainya #lupa #luka #lukayangkurindu #rindu #NewNormal #CORONAFREEDAY #BesokSenin",-1
#BesokSenin jangan lupa kerja 🥰💪 https://t.co/18Xl3KlEnQ,1
"Nyari hiburan di aer,, Alhamdulillah bandeng nye gede"".. Eh #BesokSenin Kerja lagi aje dah.. https://t.co/NwkD1SAPb2",1
"padahal #BesokSenin ada panggilan kerja tp jam segini mata masih melek,
doakan saja agar esok interview lancar semoga dapat diterima bekerja.
Amiin paling serius :)",1
"Kelamaan wfh, jadi excited nemu hari senin, mau wfo. Dengan wfo, jam kerja jadi lebih jelas, gak ada lagi jam 3 pagi di suruh update system... #WFH #WFO #BesokSenin",1
"Kamu tau kenapa aku harus rajin workout?
Bukan.. bukan untuk memikatmu tujuanku 
Aku cuma takut seragam kerja seninku tak muat dibadanku dan kabar buruknya adalah #besoksenin 😣",-1
#BesokSenin untungnya tgl merah tpi lusa harus masuk kerja lagi stelah 2 minggu liboeerr..,1
"Kl dulu #besoksenin : males banget dah masih pengen libur

Sekarang, #besoksenin : Alhamdulillah masih kerja",1
"Selamat malam #besoksenin, ga ada WFH, kerja kejar setoran pak kost",1
"#BesokSenin Woi Lu enak habis libur besok kerja , pikirin lah gua yang nganggur kapan libur",1
antara kerja dan libur #BesokSenin,1
Biasanya pakai tagar #BesokSenin karena habis merasa libur itu malesnya bukan main mau berangkat kerja.. sekarang semenjak #WorkFromHome malah jadi lupa hari... tagarnya jadi #BesokSenin ????? *pake tanda tanya... Yang penting sehat ya semuanya...  terutama sehat jiwa... hehee,1
"#besoksenin yang masih masuk kerja, semangatttt !!",1
"#PesanSambat
Cara ngilangin insom kek gimana sih 
Tidur cuma 2 jam sebelum sahur abis subuh nyoba tidur lagi bangun jam 7 terus jam 8 udah harus kerja dengan segunung aktifitas lemes sendiri akutuh
#BesokSenin https://t.co/yPyxNMZ6Gz",-1
